fecha,hora,ruta_imagen
2026-03-16,05:18,campaigns/Campana-10/1.png
2026-03-16,05:20,campaigns/Campana-10/2.png
2026-03-16,05:20,campaigns/Campana-10/3.png
2026-03-16,05:20,campaigns/Campana-10/4.png

